Nome de anuncio;Link;Preco;Data de Extração;Preco/m2;Rua/Local/Zona;ID;Freguesia;Municipio;Distrito;area util (m2);area bruta (m2);Tipologia;Ano;No Casas de Banho;Certificado Energetico;Condicao;Negociavel;Varanda;Ar Condicionado;Aspiracao Central;Vista de Campo/Serra;Lareira;Recuperacao de Calor;Suite;Despensa;Garagem (box);Arrecadacao;Vista de Mar;Vista de Rio;Cozinha Equipada;Aquecimento Central;Mobilado;Estacionamento;Condominio Fechado;Gas Canalizado;Piscina;Box;Elevador;Kitchenette;Marquise;Parqueamento;Piso Radiante;Terraco;Vista de Lago;Caldeira
b'Apartamento T3 - Covilh\xc3\xa3';https://www.imovirtual.com/pt/anuncio/apartamento-t3-covilha-ID15TNW.html#a826025483;72000;09/05/2021;735;Travessa Postiguinho;Castelo BrancoCovilhaCovilha e Canhoso;Covilha e Canhoso;COVILHA;CASTELO BRANCO;98;115;T3;1965;1;C;Usado;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;
b'Apartamento T2 Venda em Coimbra (S\xc3\xa9 Nova- Santa Cruz- Almedina e S\xc3\xa3o B';https://www.imovirtual.com/pt/anuncio/apartamento-t2-venda-em-coimbra-se-nova-santa-cruz-almedina-e-sao-b-ID14Juc.html#a2b3e1c7a5;125000;09/05/2021;1389;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;90;100;T2;1992;1;E;Usado;;s;;;;;;;;s;s;;;;;;;;s;;;;;;;;;;
b'Apartamento T1 Venda em Coimbra (S\xc3\xa9 Nova- Santa Cruz- Almedina e S\xc3\xa3o B';https://www.imovirtual.com/pt/anuncio/apartamento-t1-venda-em-coimbra-se-nova-santa-cruz-almedina-e-sao-b-ID12Pbw.html#1c6254b4cc;140000;09/05/2021;2222;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;63;73;T1;1982;1;C;Usado;;s;;;s;;;;;;;;;s;;s;;;s;;;s;;;;;;;
b'Excelente apartamento T2 bem localizado pr\xc3\xb3ximo da Univer...';https://www.imovirtual.com/pt/anuncio/excelente-apartamento-t2-bem-localizado-proximo-da-univer-ID15f8M.html#f15721a0ff;205000;09/05/2021;2770;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;74;92;T2;1974;2;C;Usado;;s;;;;;;;;;;;;;s;;;;;;;s;;s;;;;;
b'Apt. T3 Terra\xc3\xa7os do Rio - 2. Fase';https://www.imovirtual.com/pt/anuncio/apt-t3-terracos-do-rio-2-fase-ID15Oxs.html#71930fae5c;405000;09/05/2021;2893;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;140;192;T3;2022;4;A;Em construcao;;s;s;s;s;;;;;s;;;;;;s;s;;s;;;s;;s;;;;;
b'Apt. T3 Terra\xc3\xa7os do Rio - 2 Fase';https://www.imovirtual.com/pt/anuncio/apt-t3-terracos-do-rio-2-fase-ID15Ovn.html#71930fae5c;410000;09/05/2021;2929;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;140;192;T3;2022;4;A;Em construcao;;;s;s;s;;;;;s;;;;;;s;s;;s;;;s;;s;;;;;
b'Apt. T4 Terra\xc3\xa7os do Rio - 2.Fase';https://www.imovirtual.com/pt/anuncio/apt-t4-terracos-do-rio-2-fase-ID15OwQ.html#71930fae5c;510000;09/05/2021;3188;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;160;212;T4;2022;4;A;Em construcao;;;s;s;s;;;;;s;;;;;;s;;;s;;;s;;s;;;;;
b'Apt. T2 Terra\xc3\xa7os do Rio - 2.Fase';https://www.imovirtual.com/pt/anuncio/apt-t2-terracos-do-rio-2-fase-ID15Lpx.html#c96cbf9c94;260000;09/05/2021;2574;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;101;156;T2;2022;2;A;Em construcao;;;s;s;s;;;;;;;;;;;s;s;;s;;;s;;s;;;;;
b'Apt. T3 Terra\xc3\xa7os do Rio - 2.Fase';https://www.imovirtual.com/pt/anuncio/apt-t3-terracos-do-rio-2-fase-ID15Lpt.html#4eb255c952;285000;09/05/2021;2436;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;117;221;T3;2022;3;A;Em construcao;;;s;s;s;;;;;;;;;;;s;s;;s;;;s;;s;;;s;;
b'Apt. T4 Terra\xc3\xa7os do Rio - 2.Fase';https://www.imovirtual.com/pt/anuncio/apt-t4-terracos-do-rio-2-fase-ID15Lpo.html#4eb255c952;380000;09/05/2021;2639;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;144;220;T4;2022;4;A;Em construcao;;;s;s;s;;;;;;;;;;;s;s;;s;;;s;;s;;;;;
b'Apt. T3 Terra\xc3\xa7os do Rio - 2.Fase';https://www.imovirtual.com/pt/anuncio/apt-t3-terracos-do-rio-2-fase-ID15Lpm.html#4eb255c952;270000;09/05/2021;2500;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;108;200;T3;2022;3;A;Em construcao;;;s;s;s;;;;;;;;;;;s;s;;s;;;s;;s;;;s;;
b'Apt. T2 Terra\xc3\xa7os do Rio - 2.Fase';https://www.imovirtual.com/pt/anuncio/apt-t2-terracos-do-rio-2-fase-ID15LiY.html#4eb255c952;260000;09/05/2021;2500;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;104;189;T2;2022;3;A;Em construcao;;;s;s;s;;;;;;;;;;;s;s;;s;;;s;;s;;;s;;
b'Est\xc3\xbadio Alta da Cidade de Coimbra';https://www.imovirtual.com/pt/anuncio/estudio-alta-da-cidade-de-coimbra-ID15kUm.html#3f6334bc41;95000;09/05/2021;3393;Rua de Olivenca;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;28;28;T1;2019;1;;Novo;;;;;;;;s;;;;;s;s;;;;;;;;;;;;;;;
b'Apartamento T3 Duplex em Celas | Remodelado | Garagem| Coimbra';https://www.imovirtual.com/pt/anuncio/apartamento-t3-duplex-em-celas-remodelado-garagem-coimbra-ID14bm8.html#6582f00d30;540000;09/05/2021;3857;Rua Antero de Quental;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;140;157;T3;2007;2;C;Renovado;;s;s;;;;;;s;;;;;;;s;;;;;;s;;;s;;;;
b'Est\xc3\xbadio Alta da Cidade de Coimbra';https://www.imovirtual.com/pt/anuncio/estudio-alta-da-cidade-de-coimbra-ID15kUn.html#f3340a42a7;123000;09/05/2021;3154;Rua de Olivenca;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;39;39;T2;2019;1;;Novo;;;;;;;;s;;;;;s;s;;;;;;;;;;;;;;;
b'Est\xc3\xbadio Alta da Cidade de Coimbra';https://www.imovirtual.com/pt/anuncio/estudio-alta-da-cidade-de-coimbra-ID15kUj.html#aca67f67a6;87000;09/05/2021;3783;Rua de Olivenca;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;23;23;T1;2019;1;;Novo;;;;;;;;s;;;;;s;s;;;;;;;;;;;;;;;
b'Est\xc3\xbadio Alta da Cidade de Coimbra';https://www.imovirtual.com/pt/anuncio/estudio-alta-da-cidade-de-coimbra-ID15kUh.html#aca67f67a6;95000;09/05/2021;3393;Rua de Olivenca;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;28;28;T1;2019;1;;Novo;;;;;;;;s;;;;;s;s;;;;;;;;;;;;;;;
b'T2 Estrada de Coselhas';https://www.imovirtual.com/pt/anuncio/t2-estrada-de-coselhas-ID1581J.html#937643466d;125000;09/05/2021;1389;Estrada de Coselhas;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;90;90;T2;1992;1;;Usado;;;;;;;;;s;s;s;;;;;;s;;;;;;;;;;;;
b'Apartamento T3 | Investimento | Venda | Eiras | Coimbra';https://www.imovirtual.com/pt/anuncio/apartamento-t3-investimento-venda-eiras-coimbra-ID15Mr4.html#f4ea3e2dfb;75000;09/05/2021;938; Eiras;CoimbraCoimbraEiras e Sao Paulo de Frades;Eiras e Sao Paulo de Frades;COIMBRA;COIMBRA;80;105;T3;1964;1;C;Usado;s;;;;;;;;;;s;;;;;;;;s;;;;;;;;s;;
b'T3 Panor\xc3\xa2mico 146m2 com vistas para o mar';https://www.imovirtual.com/pt/anuncio/t3-panoramico-146m2-com-vistas-para-o-mar-IDrjAy.html#624a6935e4;150000;09/05/2021;1103;Rua Rancho das Cantarinhas;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;136;146;T3;1990;2;E;Usado;s;s;;;s;s;;s;s;;;s;s;s;;;;;s;;;s;;;;;;;s
b'Apartamento T2 | Abadias | Vista cidade | Vista mar';https://www.imovirtual.com/pt/anuncio/apartamento-t2-abadias-vista-cidade-vista-mar-ID15Nli.html#2549fd8236;109900;09/05/2021;1691;Rua Doutora Cristina Torres;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;65;74;T2;2000;1;;Usado;;;;;;;;;s;;;s;;s;;;;;;;;s;;;;;s;;
b'Apartamento T1 em frente \xc3\xa1 Marina com vista rio no centro da Figueira';https://www.imovirtual.com/pt/anuncio/apartamento-t1-em-frente-a-marina-com-vista-rio-no-centro-da-figueira-ID15Qdd.html#0b9c1b5817;115000;09/05/2021;1917;Rua do Estanco;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;60;60;T1;1997;1;;;;;;;;;;;;;;;;s;s;;;;s;;;s;s;;;;;;
b'Apartamento T2 na Tamargueira- Buarcos com vista de mar - Figueira da';https://www.imovirtual.com/pt/anuncio/apartamento-t2-na-tamargueira-buarcos-com-vista-de-mar-figueira-da-ID149FW.html#c2dff63b28;127500;09/05/2021;1536;Rua das Tamargueiras;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;83;90;T2;1986;1;D;;;s;;;;;;;;;;;;;;;;;;;;s;;;;;;;
b'T2 com vista mar na Figueira da Foz';https://www.imovirtual.com/pt/anuncio/t2-com-vista-mar-na-figueira-da-foz-ID15kr7.html#aca67f67a6;155000;09/05/2021;2246;Rua Ponte do Galante;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;69;73;T2;2013;2;;Novo;;;;;;;;s;;;;s;s;s;s;;s;;;;;s;;;;;s;;
b'T3 com vista mar na Figueira da Foz';https://www.imovirtual.com/pt/anuncio/t3-com-vista-mar-na-figueira-da-foz-ID15kr4.html#aca67f67a6;285000;09/05/2021;2415;Rua Ponte do Galante;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;118;122;T3;2013;2;;Novo;;;;;;;;s;;;;s;s;s;s;;s;;;;;s;;;;;s;;
b'T2 com vista mar na Figueira da Foz';https://www.imovirtual.com/pt/anuncio/t2-com-vista-mar-na-figueira-da-foz-ID15kr3.html#aca67f67a6;240000;09/05/2021;2927;Rua Ponte do Galante;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;82;87;T2;2013;2;;Novo;;;;;;;;s;;;;s;s;s;s;;s;;;;;s;;;;;s;;
b'T2 com vista mar na Figueira da Foz';https://www.imovirtual.com/pt/anuncio/t2-com-vista-mar-na-figueira-da-foz-ID15kr1.html#aca67f67a6;185000;09/05/2021;2643;Rua Ponte do Galante;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;70;76;T2;2013;2;;Novo;;;;;;;;s;;;;s;s;s;s;;s;;;;;s;;;;;s;;
b'T2 com vista mar na Figueira da Foz';https://www.imovirtual.com/pt/anuncio/t2-com-vista-mar-na-figueira-da-foz-ID15kqU.html#aca67f67a6;175000;09/05/2021;2536;Rua Ponte do Galante;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;69;73;T2;2013;2;;Novo;;;;;;;;s;;;;s;s;s;s;;s;;;;;s;;;;;s;;
b'T2 com vista mar na Figueira da Foz';https://www.imovirtual.com/pt/anuncio/t2-com-vista-mar-na-figueira-da-foz-ID15kqS.html#aca67f67a6;165000;09/05/2021;2391;Rua Ponte do Galante;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;69;73;T2;2013;1;;Novo;;;;;;;;;;;;s;s;s;s;;s;;;;;s;;;;;s;;
b'T3 com vista mar na Figueira da Foz';https://www.imovirtual.com/pt/anuncio/t3-com-vista-mar-na-figueira-da-foz-ID15kqP.html#aca67f67a6;277500;09/05/2021;2352;Rua Ponte do Galante;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;118;122;T3;2013;2;;Novo;;;;;;;;s;;;;s;s;s;s;;s;;;;;s;;;;;s;;
b'T3 com vista mar na Figueira da Foz';https://www.imovirtual.com/pt/anuncio/t3-com-vista-mar-na-figueira-da-foz-ID15kqO.html#aca67f67a6;285000;09/05/2021;2639;Rua Ponte do Galante;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;108;113;T3;2013;2;;Novo;;;;;;;;s;;;;s;s;s;s;;s;;;;;s;;;;;s;;
b'T3 com vista mar na Figueira da Foz';https://www.imovirtual.com/pt/anuncio/t3-com-vista-mar-na-figueira-da-foz-ID15kqM.html#aca67f67a6;270000;09/05/2021;2288;Rua Ponte do Galante;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;118;122;T3;2013;2;;Novo;;;;;;;;s;;;;s;s;s;s;;s;;;;;s;;;;;s;;
b'T4 com vista mar na Figueira da Foz';https://www.imovirtual.com/pt/anuncio/t4-com-vista-mar-na-figueira-da-foz-ID15kqH.html#cf0c97a689;425000;09/05/2021;3148;Rua Ponte do Galante;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;135;142;T4;2013;3;;Novo;;;;;;;;s;;;;s;s;s;s;;s;;;;;s;;;;;s;;
b'Apartamento T3 Venda em Buarcos e S\xc3\xa3o Juli\xc3\xa3o-Figueira da Foz';https://www.imovirtual.com/pt/anuncio/apartamento-t3-venda-em-buarcos-e-sao-juliao-figueira-da-foz-ID14GeP.html#8ddf1d2a8b;179500;09/05/2021;1381;Rua Detras do Pinhal;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;130;145;T3;2015;2;C;Usado;;;;;;;;;;s;;;;s;s;;;s;s;;;;;s;;;s;;s
b'Apartamento T2 Venda em Tavarede-Figueira da Foz';https://www.imovirtual.com/pt/anuncio/apartamento-t2-venda-em-tavarede-figueira-da-foz-ID14Srl.html#8ddf1d2a8b;122500;09/05/2021;1178;Estrada de Mira;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;104;143;T2;2001;1;C;Usado;;;;;;;;;;s;;;;;;;;s;s;s;;s;;s;;;;;
b'T3K na Praia do Cabedelo';https://www.imovirtual.com/pt/anuncio/t3k-na-praia-do-cabedelo-ID15kqY.html#dc2147f8ec;175000;09/05/2021;1535;Largo da Beira Mar;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;114;121;T3;2020;2;;Em construcao;;;s;s;;;;s;;s;;;;s;;;;;;s;;s;s;;;;s;;
b'T3K na Praia do Cabedelo';https://www.imovirtual.com/pt/anuncio/t3k-na-praia-do-cabedelo-ID15kqQ.html#dc2147f8ec;180000;09/05/2021;1579;Largo da Beira Mar;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;114;121;T3;2020;2;;Em construcao;;;s;s;;;;s;;s;;;;s;;;;;;s;;s;s;;;;s;;
b'Apartamento T3 Venda em S\xc3\xa3o Pedro-Figueira da Foz';https://www.imovirtual.com/pt/anuncio/apartamento-t3-venda-em-sao-pedro-figueira-da-foz-IDG0G1.html#764c108f15;170000;09/05/2021;1405;Rua Adolfo Goncalves Santiago;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;121;121;T3;2017;2;A;Novo;;s;;s;;;;;;s;;s;;s;s;;;;s;s;;s;;;;;;;
b'Apartamento T3 Venda em S\xc3\xa3o Pedro-Figueira da Foz';https://www.imovirtual.com/pt/anuncio/apartamento-t3-venda-em-sao-pedro-figueira-da-foz-IDG3Ve.html#d0f47f8c30;155000;09/05/2021;1396;Rua Adolfo Goncalves Santiago;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;111;111;T3;2017;2;A;Novo;;s;;s;;;;;;s;;s;;s;s;;;;s;s;;s;;;;;;;
b'T3K na Praia do Cabedelo';https://www.imovirtual.com/pt/anuncio/t3k-na-praia-do-cabedelo-ID15kr2.html#aca67f67a6;187500;09/05/2021;1512;Largo da Beira Mar;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;124;134;T3;2020;2;;Em construcao;;;s;s;;;;s;;s;;;;s;;;;;;s;;s;s;;;;s;;
b'T3K na Praia do Cabedelo';https://www.imovirtual.com/pt/anuncio/t3k-na-praia-do-cabedelo-ID15kr0.html#aca67f67a6;187500;09/05/2021;1500;Largo da Beira Mar;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;125;128;T3;2020;2;;Em construcao;;;s;s;;;;s;;s;;;;s;;;;;;s;;s;s;;;;s;;
b'T3K na Praia do Cabedelo';https://www.imovirtual.com/pt/anuncio/t3k-na-praia-do-cabedelo-ID15kqV.html#aca67f67a6;170000;09/05/2021;1491;Largo da Beira Mar;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;114;121;T3;2020;2;;Em construcao;;;s;s;;;;s;;s;;;;s;;;;;;s;;s;s;;;;s;;
b'T3K na Praia do Cabedelo';https://www.imovirtual.com/pt/anuncio/t3k-na-praia-do-cabedelo-ID15kqX.html#aca67f67a6;155000;09/05/2021;1550;Largo da Beira Mar;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;100;112;T3;2020;2;;Em construcao;;;s;s;;;;s;;s;;;;s;;;;;;s;;s;s;;;;s;;
b'T2K na Praia do Cabedelo';https://www.imovirtual.com/pt/anuncio/t2k-na-praia-do-cabedelo-ID15kqT.html#aca67f67a6;135000;09/05/2021;1421;Largo da Beira Mar;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;95;105;T2;2020;2;;Em construcao;;;s;s;;;;s;;s;;;;s;;;;;;s;;s;s;;;;s;;
b'T3K na Praia do Cabedelo';https://www.imovirtual.com/pt/anuncio/t3k-na-praia-do-cabedelo-ID15kqR.html#aca67f67a6;157500;09/05/2021;1575;Largo da Beira Mar;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;100;112;T3;2020;2;;Em construcao;;;s;s;;;;s;;s;;;;s;;;;;;s;;s;s;;;;s;;
b'T3K na Praia do Cabedelo';https://www.imovirtual.com/pt/anuncio/t3k-na-praia-do-cabedelo-ID15kqN.html#aca67f67a6;180000;09/05/2021;1500;Largo da Beira Mar;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;120;127;T3;2020;2;;Em construcao;;;s;s;;;;s;;s;;;;s;;;;;;s;;s;s;;;;s;;
b'T2K na Praia do Cabedelo';https://www.imovirtual.com/pt/anuncio/t2k-na-praia-do-cabedelo-ID15kqL.html#aca67f67a6;155000;09/05/2021;1761;Largo da Beira Mar;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;88;96;T2;2020;2;;Em construcao;;;s;s;;;;s;;s;;;;s;;;;;;s;;s;s;;;;s;;
b'T3K na Praia do Cabedelo';https://www.imovirtual.com/pt/anuncio/t3k-na-praia-do-cabedelo-ID15kqJ.html#aca67f67a6;175000;09/05/2021;1483;Largo da Beira Mar;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;118;128;T3;2020;2;;Em construcao;;;s;s;;;;s;;s;;;;s;;;;;;s;;s;s;;;;s;;
b'T3K na Praia do Cabedelo';https://www.imovirtual.com/pt/anuncio/t3k-na-praia-do-cabedelo-ID15kqG.html#cf0c97a689;167500;09/05/2021;1457;Largo da Beira Mar;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;115;120;T3;2020;2;;Em construcao;;;s;s;;;;s;;s;;;;s;;;;;;s;;s;s;;;;s;;
b'T3K na Praia do Cabedelo';https://www.imovirtual.com/pt/anuncio/t3k-na-praia-do-cabedelo-ID15kqE.html#cf0c97a689;162500;09/05/2021;1477;Largo da Beira Mar;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;110;114;T3;2020;2;;Em construcao;;;s;s;;;;s;;s;;;;s;;;;;;s;;s;s;;;;s;;
b'T1K na Praia do Cabedelo';https://www.imovirtual.com/pt/anuncio/t1k-na-praia-do-cabedelo-ID15kqD.html#cf0c97a689;110000;09/05/2021;1897;Largo da Beira Mar;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;58;62;T1;2020;2;;Em construcao;;;s;s;;;;;;s;;;;s;;;;;;s;;s;s;;;;s;;
b'T2K na Praia do Cabedelo';https://www.imovirtual.com/pt/anuncio/t2k-na-praia-do-cabedelo-ID15kqB.html#cf0c97a689;160000;09/05/2021;1778;Largo da Beira Mar;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;90;101;T2;2020;2;;Em construcao;;;s;s;;;;s;;s;;;;s;;;;;;s;;s;s;;;;s;;
b'T3K na Praia do Cabedelo';https://www.imovirtual.com/pt/anuncio/t3k-na-praia-do-cabedelo-ID15kqz.html#cf0c97a689;175000;09/05/2021;1535;Largo da Beira Mar;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;114;121;T3;2020;2;;Em construcao;;;s;s;;;;s;;s;;;;s;;;;;;s;;s;s;;;;s;;
b'T3K na Praia do Cabedelo';https://www.imovirtual.com/pt/anuncio/t3k-na-praia-do-cabedelo-ID15kqy.html#cf0c97a689;160000;09/05/2021;1538;Largo da Beira Mar;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;104;109;T3;2020;2;;Em construcao;;;s;s;;;;s;;s;;;;s;;;;;;s;;s;s;;;;s;;
b'T2K na Praia do Cabedelo';https://www.imovirtual.com/pt/anuncio/t2k-na-praia-do-cabedelo-ID15kqx.html#cf0c97a689;167500;09/05/2021;1763;Largo da Beira Mar;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;95;102;T2;2020;2;;Em construcao;;;s;s;;;;s;;s;;;;s;;;;;;s;;s;s;;;;s;;
b'T3K na Praia do Cabedelo';https://www.imovirtual.com/pt/anuncio/t3k-na-praia-do-cabedelo-ID15kqv.html#cf0c97a689;185000;09/05/2021;1445;Largo da Beira Mar;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;128;134;T3;2020;2;;Em construcao;;;s;s;;;;s;;s;;;;s;;;;;;s;;s;s;;;;s;;
b'T3K na Praia do Cabedelo';https://www.imovirtual.com/pt/anuncio/t3k-na-praia-do-cabedelo-ID15kqu.html#cf0c97a689;170000;09/05/2021;1441;Largo da Beira Mar;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;118;121;T3;2020;2;;Em construcao;;;s;s;;;;s;;s;;;;s;;;;;;s;;s;s;;;;s;;
b'Apartamento T3 Triplex|Gala|600m da Praia';https://www.imovirtual.com/pt/anuncio/apartamento-t3-triplex-gala-600m-da-praia-ID15bN4.html#46a8ac7283;97000;09/05/2021;843;Rua Doutor Pedro Miguel de Santana Lopes;CoimbraFigueira da FozSao Pedro;Sao Pedro;FIGUEIRA DA FOZ;COIMBRA;115;150;T3;2007;2;;Usado;;;;;;;;;;;s;;;s;;;s;;;;;;;;;;;;
b'Apartamento T3 Venda em Tavarede-Figueira da Foz';https://www.imovirtual.com/pt/anuncio/apartamento-t3-venda-em-tavarede-figueira-da-foz-ID14hUg.html#440d10893c;175000;09/05/2021;1842;Rua da Urbanizacao da Cha;CoimbraFigueira da FozTavarede;Tavarede;FIGUEIRA DA FOZ;COIMBRA;95;153;T3;2020;2;A;Novo;;s;;s;;;;;;s;;;;s;s;;;;s;;;s;;s;;;;;
